id,name,nameZh,type,category,power,accuracy,pp,description,effect,tags,notes
287,refresh,焕然一新,normal,status,0,100,20,让身体休息， 治愈自己身上所中的 毒、麻痹、灼伤的异常状态。,变化招式,,
433,trick-room,戏法空间,psychic,status,0,100,5,制造出离奇的空间。 在５回合内 速度慢的宝可梦可以先行动。,,,
331,bullet-seed,种子机关枪,grass,physical,25,100,30,向对手猛烈地 发射种子进行攻击。 连续攻击２～５次。,连续攻击 2-5 次,弹类,
185,feint-attack,出奇一击,dark,physical,60,100,20,悄悄地靠近对手， 趁其不备进行殴打。 攻击必定会命中。,必定命中,接触类,
528,wild-charge,疯狂伏特,electric,physical,90,100,15,让电流覆盖全身 撞向对手进行攻击。 自己也会受到少许伤害。,反伤 25%,接触类;反伤类,
230,sweet-scent,甜甜香气,normal,status,0,100,20,用香气大幅降低对手的闪避率。,变化招式,,
28,sand-attack,泼沙,ground,status,0,100,15,向对手脸上泼沙子， 从而降低命中率。,变化招式,,
350,rock-blast,岩石爆击,rock,physical,25,90,10,向对手发射 坚硬的岩石进行攻击。 连续攻击２～５次。,连续攻击 2-5 次,弹类,
90,fissure,地裂,ground,physical,0,30,5,让对手掉落于地裂的 裂缝中进行攻击。 只要命中就会一击濒死。,,,
310,astonish,惊吓,ghost,physical,30,100,15,用尖叫声等 突然惊吓对手进行攻击。 有时会使对手畏缩。,30%，畏缩,,
321,tickle,挠痒,normal,status,0,100,20,给对手挠痒，使其发笑， 从而降低对手的攻击和防御。,变化招式,,
667,high-horsepower,十万马力,ground,physical,95,95,10,使出全身力量， 猛攻对手。,,接触类,
356,gravity,重力,psychic,status,0,100,5,在５回合内，飘浮特性和飞行属性的 宝可梦会被地面属性的招式击中。 飞向空中的招式也将无法使用。,,,
153,explosion,大爆炸,normal,physical,250,100,5,引发大爆炸， 攻击自己周围所有的宝可梦。 使用后自己会陷入濒死。,,,
10,scratch,抓,normal,physical,40,100,35,用坚硬且无比锋利的爪子 抓对手进行攻击。,,接触类,
211,steel-wing,钢翼,steel,physical,70,90,25,用坚硬的翅膀敲打 对手进行攻击。 有时会提高自己的防御。,,接触类,
814,dual-wingbeat,双翼,flying,physical,40,90,10,将翅膀撞向对手进行攻击。 连续２次给予伤害。,,接触类,
335,block,挡路,normal,status,0,100,5,张开双手进行阻挡， 封住对手的退路， 使其不能逃走。,,,
406,dragon-pulse,龙之波动,dragon,special,85,100,10,从大大的口中 掀起冲击波攻击对手。,,波类,
360,gyro-ball,陀螺球,steel,physical,0,100,5,让身体高速旋转并撞击对手。 速度比对手越慢，威力越大。,,弹类;接触类,
450,bug-bite,虫咬,bug,physical,60,100,20,咬住进行攻击。 当对手携带树果时， 可以食用并获得其效果。,,接触类,
149,psywave,精神波,psychic,special,0,100,15,向对手发射 神奇的念波进行攻击。 每次使用，伤害都会改变。,,,
441,gunk-shot,垃圾射击,poison,physical,120,80,5,用肮脏的垃圾 撞向对手进行攻击。 有时会让对手陷入中毒状态。,30%，中毒,,
397,rock-polish,岩石打磨,rock,status,0,100,20,打磨自己的身体， 减少空气阻力。 可以大幅提高自己的速度。,变化招式,,
81,string-shot,吐丝,bug,status,0,95,40,用口中吐出的丝缠绕对手， 从而大幅降低对手的速度。,变化招式,,
235,synthesis,光合作用,grass,status,0,100,5,回复自己的ＨＰ。 根据天气的不同， 回复量也会有所变化。,变化招式,,
154,fury-swipes,乱抓,normal,physical,18,80,15,用爪子或镰刀等 抓对手进行攻击。 连续攻击２～５次。,连续攻击 2-5 次,接触类,
388,worry-seed,烦恼种子,grass,status,0,100,10,种植心神不宁的种子。 使对手不能入眠， 并将特性变成不眠。,,,
71,absorb,吸取,grass,special,20,100,25,吸取对手的养分进行攻击。 可以回复给予对手 伤害的一半ＨＰ。,吸取伤害 50% HP,吸取类,
490,low-sweep,下盘踢,fighting,physical,65,100,20,以敏捷的动作瞄准 对手的脚进行攻击。 降低对手的速度。,必定，对方速度 -1,接触类,
19,fly,飞翔,flying,physical,90,95,15,第１回合飞上天空， 第２回合攻击对手。,需要一回合蓄力,接触类,
281,yawn,哈欠,normal,status,0,100,10,打个大哈欠引起睡意。 在下一回合让对手陷入睡眠状态。,变化招式,,
328,sand-tomb,流沙地狱,ground,physical,35,85,15,将对手困在 铺天盖地的沙暴中， 在４～５回合内进行攻击。,必定，束缚,,
215,heal-bell,治愈铃声,normal,status,0,100,5,让同伴听舒适的铃音， 从而治愈我方全员的异常状态。,变化招式,,
95,hypnosis,催眠术,psychic,status,0,60,20,施以诱导睡意的暗示， 让对手陷入睡眠状态。,变化招式,,
580,grassy-terrain,青草场地,grass,status,0,100,10,在５回合内变成青草场地。 地面上的宝可梦每回合都能回复。 草属性的招式威力还会提高。,,,
232,metal-claw,金属爪,steel,physical,50,95,35,用钢铁之爪 劈开对手进行攻击。 有时会提高自己的攻击。,10%，自身攻击 +1,接触类,
315,overheat,过热,fire,special,130,90,5,使出全部力量攻击对手。 使用之后会因为反作用力， 自己的特攻大幅降低。,必定，自身特攻 -2,,
100,teleport,瞬间移动,psychic,status,0,100,20,停止和野生宝可梦战斗并逃走。,,,
472,wonder-room,奇妙空间,psychic,status,0,100,10,制造出离奇的空间。 在５回合内互换 所有宝可梦的防御和特防。,,,
83,fire-spin,火焰旋涡,fire,special,35,85,15,将对手困在 激烈的火焰旋涡中， 在４～５回合内进行攻击。,必定，束缚,,
555,snarl,大声咆哮,dark,special,55,95,15,没完没了地大声斥责， 从而降低对手的特攻。,必定，对方特攻 -1,声音类,
364,feint,佯攻,normal,physical,30,100,10,能够攻击正在使用 守住或看穿等招式的对手。 解除其守护效果。,,接触类,
484,heavy-slam,重磅冲撞,steel,physical,0,100,10,用沉重的身体撞向对手进行攻击。 自己比对手越重，威力越大。,,接触类,
491,acid-spray,酸液炸弹,poison,special,40,100,20,喷出能溶化对手的液体进行攻击。 大幅降低对手的特防。,,弹类,
193,foresight,识破,normal,status,0,100,40,对幽灵属性宝可梦没有效果的招式 以及闪避率高的对手， 使用后变得能够打中。,,,
390,toxic-spikes,毒菱,poison,status,0,100,20,在对手的脚下撒毒菱。 使对手替换出场的宝可梦中毒。,变化招式,,
806,skitter-smack,爬击,bug,physical,70,90,10,从对手背后爬近后进行攻击。 会降低对手的特攻。,,接触类,
20,bind,绑紧,normal,physical,15,85,20,使用长长的身体或藤蔓等， 在４～５回合内 绑紧对手进行攻击。,必定，束缚,接触类,
73,leech-seed,寄生种子,grass,status,0,90,10,植入寄生种子后，将在每回合 一点一点吸取对手的ＨＰ， 从而用来回复自己的ＨＰ。,变化招式,,
482,sludge-wave,污泥波,poison,special,95,100,10,用污泥波攻击 自己周围所有的宝可梦。 有时会陷入中毒状态。,,,
349,dragon-dance,龙之舞,dragon,status,0,100,20,激烈地跳起神秘 且强有力的舞蹈。 从而提高自己的攻击和速度。,变化招式,舞蹈类,
525,dragon-tail,龙尾,dragon,physical,60,90,10,弹飞对手，强制拉后备宝可梦上场。 如果对手为野生宝可梦， 战斗将直接结束。,必定,接触类,
18,whirlwind,吹飞,normal,status,0,100,20,吹飞对手，强制拉后备宝可梦上场。 如果对手为野生宝可梦， 战斗将直接结束。,变化招式,,
808,lash-out,泄愤,dark,physical,75,100,5,攻击对手以发泄对其感到的恼怒情绪。 如果在该回合内自身能力遭到降低， 招式的威力会变成２倍。,,接触类,
400,night-slash,暗袭要害,dark,physical,70,100,15,抓住瞬间的空隙 切斩对手。 容易击中要害。,,切割类;接触类,
37,thrash,大闹一番,normal,physical,120,100,10,在２～３回合内， 乱打一气地攻击对手。 大闹一番后自己会陷入混乱。,,接触类,
1,pound,拍击,normal,physical,40,100,35,使用长长的尾巴或手等 拍打对手进行攻击。,,接触类,
437,leaf-storm,飞叶风暴,grass,special,130,90,5,用尖尖的叶片向对手卷起风暴。 使用之后因为反作用力 自己的特攻会大幅降低。,必定，自身特攻 -2,风类,
424,fire-fang,火焰牙,fire,physical,65,95,15,用覆盖着火焰的牙齿咬住对手。 有时会使对手畏缩 或陷入灼伤状态。,,咬类;接触类,
815,scorching-sands,热沙大地,ground,special,70,100,10,将滚烫的沙子砸向对手进行攻击。 有时会让对手陷入灼伤状态。,,,
54,mist,白雾,ice,status,0,100,30,用白雾覆盖身体。 在５回合内不会让对手 降低自己的能力。,,,
404,x-scissor,十字剪,bug,physical,80,100,15,将镰刀或爪子像剪刀般地交叉， 顺势劈开对手。,,切割类;接触类,
21,slam,摔打,normal,physical,80,75,20,使用长长的尾巴或藤蔓等 摔打对手进行攻击。,,接触类,
506,hex,祸不单行,ghost,special,65,100,10,接二连三地进行攻击。 对处于异常状态的对手 给予较大的伤害。,,,
495,after-you,您先请,normal,status,0,100,15,支援我方或对手的行动， 使其紧接着此招式之后行动。,,,
883,snowscape,雪景,ice,status,0,100,10,,,,
225,dragon-breath,龙息,dragon,special,60,100,20,将强烈的气息 吹向对手进行攻击。 有时会让对手陷入麻痹状态。,30%，麻痹,,
252,fake-out,击掌奇袭,normal,physical,40,100,10,进行先制攻击，使对手畏缩。 要在出场后立刻使出才能成功。,必定，畏缩,接触类,
527,electroweb,电网,electric,special,55,95,15,用电网捉住对手进行攻击。 降低对手的速度。,必定，对方速度 -1,,
522,struggle-bug,虫之抵抗,bug,special,50,100,20,抵抗并攻击对手。 降低对手的特攻。,,,
162,super-fang,愤怒门牙,normal,physical,0,90,10,用锋利的门牙 猛烈地咬住对手进行攻击。 对手的ＨＰ减半。,,接触类,
101,night-shade,黑夜魔影,ghost,special,0,100,15,显示恐怖幻影， 只给予对手 和自己等级相同的伤害。,,,
339,bulk-up,健美,fighting,status,0,100,20,使出全身力气绷紧肌肉， 从而提高自己的攻击和防御。,变化招式,,
542,hurricane,暴风,flying,special,110,70,10,用强烈的风席卷 对手进行攻击。 有时会使对手混乱。,,风类,
577,draining-kiss,吸取之吻,fairy,special,50,100,10,用一个吻吸取对手的ＨＰ。 回复给予对手 伤害的一半以上的ＨＰ。,吸取伤害 50% HP,接触类,
797,expanding-force,广域战力,psychic,special,80,100,10,利用精神力量攻击对手。 在精神场地上威力会有所提高， 能对所有对手造成伤害。,,,
370,close-combat,近身战,fighting,physical,120,100,5,放弃守护， 向对手的怀里突击。 自己的防御和特防会降低。,必定，自身防御 -1,接触类,
145,bubble,泡沫,water,special,40,100,30,向对手用力吹起无数泡泡进行攻击。 有时会降低对手的速度。,10%，对方速度 -1,,
300,mud-sport,玩泥巴,ground,status,0,100,15,一旦使用此招式， 周围就会弄得到处是泥。 在５回合内减弱电属性的招式。,,,
679,lunge,猛扑,bug,physical,80,100,15,全力猛扑对手进行攻击。 从而降低对手的攻击。,,接触类,
161,tri-attack,三重攻击,normal,special,80,100,10,用３种光线进行攻击。 有时会让对手陷入 麻痹、灼伤或冰冻的状态。,20%，tri-status,,
800,meteor-beam,流星光束,rock,special,120,90,10,第１回合聚集宇宙之力提高特攻， 第２回合攻击对手。,,,
917,psychic-noise,精神噪音,psychic,special,75,100,10,,,声音类,
803,grassy-glide,青草滑梯,grass,physical,55,100,20,仿佛在地面上滑行般地攻击对手。 在青草场地上， 必定能够先制攻击。,,接触类,
52,ember,火花,fire,special,40,100,25,向对手发射 小型火焰进行攻击。 有时会让对手陷入灼伤状态。,10%，烧伤,,
812,flip-turn,快速折返,water,physical,60,100,20,在攻击之后急速返回， 和后备宝可梦进行替换。,,接触类,
430,flash-cannon,加农光炮,steel,special,80,100,10,将身体的光芒 聚集在一点释放出去。 有时会降低对手的特防。,10%，对方特防 -1,,
884,pounce,虫扑,bug,physical,50,100,20,,,接触类,
365,pluck,啄食,flying,physical,60,100,20,用喙进行攻击。 当对手携带树果时， 可以食用并获得其效果。,,接触类,
423,ice-fang,冰冻牙,ice,physical,65,95,15,用藏有冷气的牙齿咬住对手。 有时会使对手畏缩 或陷入冰冻状态。,10%，冰冻,咬类;接触类,
393,magnet-rise,电磁飘浮,electric,status,0,100,10,利用电气产生的磁力浮在空中。 在５回合内可以飘浮。,变化招式,,
384,power-swap,力量互换,psychic,status,0,100,10,利用超能力互换 自己和对手的攻击 以及特攻的能力变化。,,,
13,razor-wind,旋风刀,normal,special,80,100,10,制造风之刃， 于第２回合攻击对手。 容易击中要害。,需要一回合蓄力,,
784,breaking-swipe,广域破坏,dragon,physical,60,100,15,用坚韧的尾巴 猛扫对手进行攻击， 从而降低对手的攻击。,,接触类,
64,peck,啄,flying,physical,35,100,35,用尖锐的喙或角 刺向对手进行攻击。,,接触类,
143,sky-attack,神鸟猛击,flying,physical,140,90,5,第２回合攻击对手。 偶尔使对手畏缩。 也容易击中要害。,需要一回合蓄力,接触类,
574,disarming-voice,魅惑之声,fairy,special,40,100,15,发出魅惑的叫声， 给予对手精神上的伤害。 攻击必定会命中。,必定命中,声音类,
914,alluring-voice,魅诱之声,fairy,special,80,100,10,,,声音类,
326,extrasensory,神通力,psychic,special,80,100,20,发出看不见的 神奇力量进行攻击。 有时会使对手畏缩。,10%，畏缩,,
394,flare-blitz,闪焰冲锋,fire,physical,120,100,15,让火焰覆盖全身猛撞向对手。 自己也会受到不小的伤害。 有时会让对手陷入灼伤状态。,反伤 33%,接触类;反伤类,
488,flame-charge,蓄能焰袭,fire,physical,50,100,20,让火焰覆盖全身，攻击对手。 积蓄力量并提高自己的速度。,必定，自身速度 +1,接触类,
799,scale-shot,鳞射,dragon,physical,25,90,20,发射鳞片进行攻击。 连续攻击２～５次。 速度会提高但防御会降低。,,,
318,silver-wind,银色旋风,bug,special,60,100,5,在风中掺入鳞粉攻击对手。 有时会提高自己的全部能力。,10%，自身攻击 +1,,
529,drill-run,直冲钻,ground,physical,80,95,10,像钢钻一样，一边旋转身体 一边撞击对手。 容易击中要害。,,接触类,
141,leech-life,吸血,bug,physical,80,100,10,吸取血液攻击对手。 可以回复给予对手 伤害的一半ＨＰ。,吸取伤害 50% HP,接触类,
273,wish,祈愿,normal,status,0,100,10,在下一回合回复自己或是 替换出场的宝可梦最大ＨＰ的一半。,变化招式,,
150,splash,跃起,normal,status,0,100,40,也不攻击只是一蹦一蹦地跳， 什么都不会发生……,,,
23,stomp,踩踏,normal,physical,65,100,20,用大脚踩踏对手进行攻击。 有时会使对手畏缩。,30%，畏缩,接触类,
17,wing-attack,翅膀攻击,flying,physical,60,100,35,大大地展开美丽的翅膀， 将其撞向对手进行攻击。,,接触类,
915,temper-flare,豁出去,fire,physical,75,100,10,,,接触类,
24,double-kick,二连踢,fighting,physical,30,100,30,用２只脚踢飞对手进行攻击。 连续２次给予伤害。,,接触类,
373,embargo,查封,dark,status,0,100,15,让对手在５回合内不能使用 宝可梦携带的道具。训练家也 不能给那只宝可梦使用道具。,变化招式,,
410,vacuum-wave,真空波,fighting,special,40,100,30,挥动拳头， 掀起真空波。 必定能够先制攻击。,,弹类,
678,psychic-terrain,精神场地,psychic,status,0,100,10,在５回合内，地面上的宝可梦 不会受到先制招式的攻击。 超能力属性的招式威力会提高。,,,
74,growth,生长,normal,status,0,100,20,让身体一下子长大， 从而提高攻击和特攻。,变化招式,,
77,poison-powder,毒粉,poison,status,0,75,35,撒出毒粉， 从而让对手陷入中毒状态。,变化招式,粉尘类,
422,thunder-fang,雷电牙,electric,physical,65,95,15,用蓄满电流的牙齿咬住对手。 有时会使对手畏缩 或陷入麻痹状态。,10%，麻痹,咬类;接触类,
6,pay-day,聚宝功,normal,physical,40,100,20,向对手的身体 投掷小金币进行攻击。 战斗后可以拿到钱。,,,
798,steel-roller,铁滚轮,steel,physical,130,100,5,在破坏场地的同时攻击对手。 如果脚下没有任何场地状态存在， 使出此招式时便会失败。,,接触类,
47,sing,唱歌,normal,status,0,55,15,让对手听舒适、 美妙的歌声， 从而陷入睡眠状态。,变化招式,声音类,
187,belly-drum,腹鼓,normal,status,0,100,10,将自己的ＨＰ减少到 最大ＨＰ的一半， 从而最大限度提高自己的攻击。,变化招式,,
392,aqua-ring,水流环,water,status,0,100,20,在自己身体的周围 覆盖用水制造的幕。 每回合回复ＨＰ。,变化招式,,
453,aqua-jet,水流喷射,water,physical,40,100,20,以迅雷不及掩耳之势 扑向对手。 必定能够先制攻击。,,接触类,
861,ice-spinner,冰旋,ice,physical,80,100,15,,,接触类,
405,bug-buzz,虫鸣,bug,special,90,100,10,利用振动发出音波进行攻击。 有时会降低对手的特防。,10%，对方特防 -1,声音类,
40,poison-sting,毒针,poison,physical,15,100,35,将有毒的针 刺入对手进行攻击。 有时会让对手陷入中毒状态。,30%，中毒,,
413,brave-bird,勇鸟猛攻,flying,physical,120,100,15,收拢翅膀， 通过低空飞行突击对手。 自己也会受到不小的伤害。,反伤 33%,接触类;反伤类,
279,revenge,报复,fighting,physical,60,100,10,如果受到对手的招式攻击， 就能给予对手２倍的伤害。,,接触类,
706,psychic-fangs,精神之牙,psychic,physical,85,100,10,利用精神力量咬住对手进行攻击。 还可以破坏光墙和反射壁等。,必定,咬类;接触类,
598,eerie-impulse,怪异电波,electric,status,0,100,15,从身体放射出怪异电波， 让对手沐浴其中， 从而大幅降低其特攻。,变化招式,,
383,copycat,仿效,normal,status,0,100,20,模仿对手刚才使出的招式， 并使出相同招式。 如果对手还没出招则会失败。,,,
88,rock-throw,落石,rock,physical,50,90,15,拿起小岩石， 投掷对手进行攻击。,,,
16,gust,起风,flying,special,40,100,35,用翅膀将刮起的狂风 袭向对手进行攻击。,,风类,
254,stockpile,蓄力,normal,status,0,100,20,积蓄力量， 提高自己的防御和特防。 最多积蓄３次。,变化招式,,
498,chip-away,逐步击破,normal,physical,70,100,20,看准机会稳步攻击。 无视对手的能力变化， 直接给予伤害。,,接触类,
478,magic-room,魔法空间,psychic,status,0,100,10,制造出离奇的空间。 在５回合内所有宝可梦 携带道具的效果都会消失。,变化招式,,
346,water-sport,玩水,water,status,0,100,15,用水湿透周围。 在５回合内 减弱火属性的招式。,变化招式,,
385,guard-swap,防守互换,psychic,status,0,100,10,利用超能力互换 自己和对手的防御 以及特防的能力变化。,,,
105,recover,自我再生,normal,status,0,100,5,让细胞再生， 从而回复自己 最大ＨＰ的一半。,变化招式,,
251,beat-up,围攻,dark,physical,0,100,10,我方全员进行攻击。 同行的宝可梦越多， 招式的攻击次数越多。,,接触类,
229,rapid-spin,高速旋转,normal,physical,50,100,40,通过旋转来攻击对手。 还可以摆脱绑紧、紧束、 寄生种子和撒菱等招式。,必定，自身速度 +1,接触类,
268,charge,充电,electric,status,0,100,20,提高下一回合使出的 电属性的招式威力。 自己的特防也会提高。,变化招式,,
521,volt-switch,伏特替换,electric,special,70,100,20,在攻击之后急速返回， 和后备宝可梦进行替换。,必定,,
191,spikes,撒菱,ground,status,0,100,20,在对手的脚下扔撒菱。 对替换出场的对手的宝可梦 给予伤害。,变化招式,,
608,baby-doll-eyes,圆瞳,fairy,status,0,100,30,用圆瞳凝视对手， 从而降低其攻击。 必定能够先制攻击。,,,
408,power-gem,力量宝石,rock,special,80,100,20,发射如宝石般 闪耀的光芒攻击对手。,,,
75,razor-leaf,飞叶快刀,grass,physical,55,95,25,飞出叶片， 切斩对手进行攻击。 容易击中要害。,,,
275,ingrain,扎根,grass,status,0,100,20,在大地上扎根， 每回合回复自己的ＨＰ。 因为扎根了，所以不能替换宝可梦。,变化招式,,
78,stun-spore,麻痹粉,grass,status,0,75,30,撒出麻痹粉， 从而让对手陷入麻痹状态。,变化招式,粉尘类,
255,spit-up,喷出,normal,special,0,100,10,将积蓄的力量 撞向对手进行攻击。 积蓄得越多，威力越大。,必定,,
256,swallow,吞下,normal,status,0,100,10,将积蓄的力量吞下， 从而回复自己的ＨＰ。 积蓄得越多，回复越大。,变化招式,,
426,mud-bomb,泥巴炸弹,ground,special,65,85,10,向对手发射 坚硬的泥弹进行攻击。 有时会降低对手的命中率。,30%，对方命中 -1,弹类,
562,belch,打嗝,poison,special,120,90,10,朝着对手打嗝， 并给予伤害。 如果不吃树果则无法使出。,,,
435,discharge,放电,electric,special,80,100,15,用耀眼的电击 攻击自己周围所有的宝可梦。 有时会陷入麻痹状态。,30%，麻痹,,
486,electro-ball,电球,electric,special,0,100,10,用电气团撞向对手。 自己比对手速度越快， 威力越大。,,弹类,
604,electric-terrain,电气场地,electric,status,0,100,10,在５回合内变成电气场地。 地面上的宝可梦将无法入眠。 电属性的招式威力还会提高。,,,
359,hammer-arm,臂锤,fighting,physical,100,90,10,挥舞强力而沉重的拳头， 给予对手伤害。 自己的速度会降低。,必定，自身速度 -1,接触类,
337,dragon-claw,龙爪,dragon,physical,80,100,15,用尖锐的巨爪 劈开对手进行攻击。,,接触类,
791,life-dew,生命水滴,water,status,0,100,10,喷洒出神奇的水， 回复自己和场上同伴的ＨＰ。,,,
297,feather-dance,羽毛舞,flying,status,0,100,15,撒出羽毛， 笼罩在对手的周围。 大幅降低对手的攻击。,变化招式,舞蹈类,
194,destiny-bond,同命,ghost,status,0,100,5,使出招式后，当受到对手攻击 陷入濒死时，对手也会一同濒死。 连续使出则会失败。,变化招式,,
79,sleep-powder,催眠粉,grass,status,0,75,15,撒出催眠粉， 从而让对手陷入睡眠状态。,变化招式,粉尘类,
243,mirror-coat,镜面反射,psychic,special,0,100,20,从对手那里受到 特殊攻击的伤害将以 ２倍返还给同一个对手。,,,
31,fury-attack,乱击,normal,physical,15,85,20,用角或喙 刺向对手进行攻击。 连续攻击２～５次。,连续攻击 2-5 次,接触类,
918,upper-hand,快手还击,fighting,physical,65,100,15,,,接触类,
684,smart-strike,修长之角,steel,physical,70,100,10,用尖尖的角刺入对手进行攻击。 攻击必定会命中。,,接触类,
469,wide-guard,广域防守,rock,status,0,100,10,在１回合内防住 击打我方全员的攻击。,变化招式,守住类,
427,psycho-cut,精神利刃,psychic,physical,70,100,20,用实体化的 心之利刃劈开对手。 容易击中要害。,,切割类;接触类,
62,aurora-beam,极光束,ice,special,65,100,20,向对手发射 虹色光束进行攻击。 有时会降低对手的攻击。,10%，对方攻击 -1,,
458,double-hit,二连击,normal,physical,35,90,10,使用尾巴等 拍打对手进行攻击。 连续２次给予伤害。,,接触类,
186,sweet-kiss,天使之吻,fairy,status,0,75,10,像天使般可爱地亲吻对手， 从而使对手混乱。,变化招式,,
212,mean-look,黑色目光,normal,status,0,100,5,用好似要勾人心魂的黑色目光 一动不动地凝视对手， 使其不能从战斗中逃走。,变化招式,,
195,perish-song,灭亡之歌,normal,status,0,100,5,倾听歌声的宝可梦 经过３回合陷入濒死。 替换后效果消失。,变化招式,声音类,
913,dragon-cheer,龙声鼓舞,dragon,status,0,0,15,,,声音类,
440,cross-poison,十字毒刃,poison,physical,70,100,20,用毒刃劈开对手。 有时会让对手陷入中毒状态， 也容易击中要害。,10%，中毒,接触类,
35,wrap,紧束,normal,physical,15,90,20,使用长长的身体或藤蔓等， 在４～５回合内 紧束对手进行攻击。,必定，束缚,接触类,
209,spark,电光,electric,physical,65,100,20,让电流覆盖全身， 猛撞向对手进行攻击。 有时会让对手陷入麻痹状态。,30%，麻痹,接触类,
599,venom-drench,毒液陷阱,poison,status,0,100,20,将特殊的毒液泼向对手。 对处于中毒状态的对手， 其攻击、特攻和速度都会降低。,,,
32,horn-drill,角钻,normal,physical,0,30,5,用旋转的角 刺入对手进行攻击。 只要命中就会一击濒死。,,接触类,
322,cosmic-power,宇宙力量,psychic,status,0,100,20,汲取宇宙中神秘的力量， 从而提高自己的防御和特防。,变化招式,,
505,heal-pulse,治愈波动,psychic,status,0,100,10,放出治愈波动， 从而回复对手 最大ＨＰ的一半。,变化招式,,
262,memento,临别礼物,dark,status,0,100,10,虽然会使自己陷入濒死， 但是能够大幅降低 对手的攻击和特攻。,变化招式,,
